model_id,category,category_clean,name,room_type,usable_room_types,style,anchor_type,placement_zone,layout_scale
2f3d0058b843186180a744f96587254b,"bathtub,bathing tub,bath,tub",bathtub,Hot Tub,Bathroom,Bathroom,Modern,fixture,wall,1.2
2f5a70ee78ed7cfaca581939cd410ca,"bathtub,bathing tub,bath,tub",bathtub,Hot Tub,Bathroom,Bathroom,Modern,fixture,wall,1.2
2f65f22224a48d26ead253ec715c9744,"bathtub,bathing tub,bath,tub",bathtub,Hot tub/ pool,Bathroom,Bathroom,Modern,fixture,wall,1.2
2f6da348147cad9c3321831d2245cf06,"bathtub,bathing tub,bath,tub",bathtub,K-1142 6036 Bath,Bathroom,Bathroom,Modern,fixture,wall,1.2
2f90ff6319c74691c7cd249d921dad67,"bathtub,bathing tub,bath,tub",bathtub,Trajet Inverness 6666 Tub,Bathroom,Bathroom,Modern,fixture,wall,1.2
3a5a6113f20f7462c0f3ab010f0dece7,"bathtub,bathing tub,bath,tub",bathtub,Luxury Hot Tub,Bathroom,Bathroom,Light Luxury,fixture,wall,1.2
3b222c644a783ebbfcd4910413c446d9,"bathtub,bathing tub,bath,tub",bathtub,bathroom sink and faucet,Bathroom,Bathroom,Modern,fixture,wall,1.2
3b4a28f7e078ac063321831d2245cf06,"bathtub,bathing tub,bath,tub",bathtub,"K-713 Villagerâ„¢ bath with extra 4"" ledge and left-hand drain",Bathroom,Bathroom,Modern,fixture,wall,1.2
3b501fa442876e4860fe69425c98b781,"bathtub,bathing tub,bath,tub",bathtub,"MTI Whirlpools, Alissa 2 bath, 5' x 2'-8""",Bathroom,Bathroom,Modern,fixture,wall,1.2
3b59f9cff3d39a0b602ced3945939e8e,"bathtub,bathing tub,bath,tub",bathtub,Banheira,Bathroom,Bathroom,Modern,fixture,wall,1.2
3bbf438a17d77cbe3321831d2245cf06,"bathtub,bathing tub,bath,tub",bathtub,"K-1195 SynchronyÂ® 6' bath, less softgrip grip handles",Bathroom,Bathroom,Modern,fixture,wall,1.2
3bbffbe6bf88c8cb362845c6edb57fc,"bathtub,bathing tub,bath,tub",bathtub,Genova 1500x700 Water Massage,Bathroom,Bathroom,Modern,fixture,wall,1.2
3c16de8249619580fe52ffd0e748a1ab,"bathtub,bathing tub,bath,tub",bathtub,"76261110 Lawsonâ„¢ 60"" x 32"" Whirlpool Bath",Bathroom,Bathroom,Modern,fixture,wall,1.2
3cb7df6d3fd900acb0026ac53ebb5587,"bathtub,bathing tub,bath,tub",bathtub,"Freestanding bath 'Esperia' solid surface tub 72"" x 33""",Bathroom,Bathroom,Modern,fixture,wall,1.2
3d6afd4a791e5bdeb022c94235bc8601,"bathtub,bathing tub,bath,tub",bathtub,Bathroom Sink,Bathroom,Bathroom,Modern,fixture,wall,1.2
3db87ff05c046a58d787d15d1d196768,"bathtub,bathing tub,bath,tub",bathtub,Dado Oval basin,Bathroom,Bathroom,Modern,fixture,wall,1.2
3db95e318c29a2ccb362845c6edb57fc,"bathtub,bathing tub,bath,tub",bathtub,Faro with perimetral acrylic panel 1700x750,Bathroom,Bathroom,Modern,fixture,wall,1.2
3e2b33cffce8fc632dda19453ee07c6b,"bathtub,bathing tub,bath,tub",bathtub,BATH,Bathroom,Bathroom,Modern,fixture,wall,1.2
3e9b4b309c9db612b0957d845ac33749,"bathtub,bathing tub,bath,tub",bathtub,Sealskin bad GetWet Optima duo,Bathroom,Bathroom,Modern,fixture,wall,1.2
3efe1e2fc2ab4c0e4e58e1f374dbffd,"bathtub,bathing tub,bath,tub",bathtub,K-1224 MariposaÂ® 5.5' whirlpool with reversible drain,Bathroom,Bathroom,Modern,fixture,wall,1.2
3f61daaf0f87563b4ed5b40788f6ba60,"bathtub,bathing tub,bath,tub",bathtub,Hot tub Lernacken,Bathroom,Bathroom,Modern,fixture,wall,1.2
3fad29fafe787406b362845c6edb57fc,"bathtub,bathing tub,bath,tub",bathtub,Continental 1200x700 wo/Anti-Slip Base,Bathroom,Bathroom,Modern,fixture,wall,1.2
3ffffa5a05b2254d4ee769ccec97aa83,"bathtub,bathing tub,bath,tub",bathtub,Hot Tub,Bathroom,Bathroom,Modern,fixture,wall,1.2
4a41317b5baa2d52c658b057b1ffe06f,"bathtub,bathing tub,bath,tub",bathtub,BidÃª Hampton - Incepa,Bathroom,Bathroom,Modern,fixture,wall,1.2
4a6ed9c61b029d15904e03fa15bd73ec,"bathtub,bathing tub,bath,tub",bathtub,Cuba de apoio quadrada Pacific - Incepa,Bathroom,Bathroom,Modern,fixture,wall,1.2
4a7d4186a966d777e49bb55b21b2d30a,"bathtub,bathing tub,bath,tub",bathtub,Simple bathtub,Bathroom,Bathroom,Minimalist,fixture,wall,1.2
4a7e3ca704e59439b362845c6edb57fc,"bathtub,bathing tub,bath,tub",bathtub,Banaseo 1000x700,Bathroom,Bathroom,Modern,fixture,wall,1.2
4aef9fc6633010a927b4493ee0c4db3f,"bathtub,bathing tub,bath,tub",bathtub,"K-1219-LA Hourglassâ„¢ 32 bath with integral apron, tile flange and left-hand drain",Bathroom,Bathroom,Modern,fixture,wall,1.2
4bba4847c53eefa43121505b9493314,"bathtub,bathing tub,bath,tub",bathtub,"Glenwood Wall Cabinet W2712B - 12"" Deep, Butt Doors",Bathroom,Bathroom,Modern,fixture,wall,1.2
4cb7d2c28ef5d4d854d7082b34825ef0,"bathtub,bathing tub,bath,tub",bathtub,"K-1167-RVB UnderscoreÂ® VibrAcousticÂ® 60"" X 30"" alcove bath, right drain",Bathroom,Bathroom,Modern,fixture,wall,1.2
4d3a9133a7297ff54f0ef2e216a06871,"bathtub,bathing tub,bath,tub",bathtub,Vieques agape,Bathroom,Bathroom,Modern,fixture,wall,1.2
4d442c72b0083566ede9471c962dd6ba,"bathtub,bathing tub,bath,tub",bathtub,bath-02,Bathroom,Bathroom,Modern,fixture,wall,1.2
4d7ce41fe16725c5e346f79b9a86790,"bathtub,bathing tub,bath,tub",bathtub,"K-1209-LA Hourglassâ„¢ 32 whirlpool with integral apron, flange and left-hand drain",Bathroom,Bathroom,Modern,fixture,wall,1.2
4decc1afdd1eb8494c62bee40dcdc539,"bathtub,bathing tub,bath,tub",bathtub,SHAKER 3,Bathroom,Bathroom,Modern,fixture,wall,1.2
4e399a21e6900cb9cbbed63b99f90f4a,"bathtub,bathing tub,bath,tub",bathtub,BainUltra Naos Freestanding Tub,Bathroom,Bathroom,Modern,fixture,wall,1.2
4e77f04af9f378fd6bae7522bd91c859,"bathtub,bathing tub,bath,tub",bathtub,leah Bath,Bathroom,Bathroom,Modern,fixture,wall,1.2
4f14ed9498cd69c6392f36bc2fbdcf8c,"bathtub,bathing tub,bath,tub",bathtub,"Glenwood Wall Cabinet W2418B - 12"" Deep, Butt Doors",Bathroom,Bathroom,Modern,fixture,wall,1.2
5a4cf079a43f0a793321831d2245cf06,"bathtub,bathing tub,bath,tub",bathtub,K-1161-LA Tercetâ„¢ bath with integral apron,Bathroom,Bathroom,Modern,fixture,wall,1.2
5a67b4165fca8f4a34558e566e818bea,"bathtub,bathing tub,bath,tub",bathtub,Ideal Standard Concept tub,Bathroom,Bathroom,Modern,fixture,wall,1.2
5a79d517ab366c52ccd0340812259a39,"bathtub,bathing tub,bath,tub",bathtub,IP 6828 Cuba 180x80,Bathroom,Bathroom,Modern,fixture,wall,1.2
5ab70805cc7ca4be73fd10002dacf954,"bathtub,bathing tub,bath,tub",bathtub,Time Machine,Bathroom,Bathroom,Modern,fixture,wall,1.2
5af2dea565f2cd7138da322e72ae3fae,"bathtub,bathing tub,bath,tub",bathtub,bathtub,Bathroom,Bathroom,Modern,fixture,wall,1.2
5b088060eeffc5723af30a3946d92feb,"bathtub,bathing tub,bath,tub",bathtub,Victoria and Albert Antibes Built In Bath,Bathroom,Bathroom,Modern,fixture,wall,1.2
5b7d8d0f5c9ac09a5a4742c0584c3335,"bathtub,bathing tub,bath,tub",bathtub,Outdoor spa,Bathroom,Bathroom,Modern,fixture,wall,1.2
5b8badaa652f4363210c439c61dd9b9e,"bathtub,bathing tub,bath,tub",bathtub,Pool & Grill Station,Bathroom,Bathroom,Modern,fixture,wall,1.2
5b8d1278d408864eba47eca8aa80094,"bathtub,bathing tub,bath,tub",bathtub,Cuba de apoio quadrada - Deca - L108,Bathroom,Bathroom,Modern,fixture,wall,1.2
5bcca919768845bdd0043cfa915003ff,"bathtub,bathing tub,bath,tub",bathtub,jaccusi,Bathroom,Bathroom,Modern,fixture,wall,1.2
5c06133aac3e8fab3321831d2245cf06,"bathtub,bathing tub,bath,tub",bathtub,K-895 Parityâ„¢ cast iron undermount bath,Bathroom,Bathroom,Industrial,fixture,wall,1.2
5c77eba7135d8703b362845c6edb57fc,"bathtub,bathing tub,bath,tub",bathtub,Malibu 1700x700  w/Handgrips,Bathroom,Bathroom,Modern,fixture,wall,1.2
5d403d56f762fab7b362845c6edb57fc,"bathtub,bathing tub,bath,tub",bathtub,Genova 1400x700 Water Massage,Bathroom,Bathroom,Modern,fixture,wall,1.2
5db3375f0e4cf84e133dce51d963916a,"bathtub,bathing tub,bath,tub",bathtub,OFURÃ” ROMANCE DECK SCS,Bathroom,Bathroom,Modern,fixture,wall,1.2
5e07cb24ec93904bcc6434361376a7a4,"bathtub,bathing tub,bath,tub",bathtub,"Glenwood Wall Cabinet W3324B - 12"" Deep, Butt Doors",Bathroom,Bathroom,Modern,fixture,wall,1.2
5e83e7b924759c8ac2b1819e686b1fc9,"bathtub,bathing tub,bath,tub",bathtub,OfurÃ´ Base 15,Bathroom,Bathroom,Modern,fixture,wall,1.2
5e9c7ef153807504a58a5ecb2008fd42,"bathtub,bathing tub,bath,tub",bathtub,Baignoire en fonte,Bathroom,Bathroom,Modern,fixture,wall,1.2
5eab643d440c4a4bab78f79703f1828f,"bathtub,bathing tub,bath,tub",bathtub,Hot tub,Bathroom,Bathroom,Modern,fixture,wall,1.2
5f1145774cb48e7854d7082b34825ef0,"bathtub,bathing tub,bath,tub",bathtub,"K-710-W Iron WorksÂ® Historicâ„¢ 66"" x 36"" freestanding bath",Bathroom,Bathroom,Industrial,fixture,wall,1.2
5f2cd0c8c02d7557bff8b2d517ae4561,"bathtub,bathing tub,bath,tub",bathtub,Ligbad Villeroy&Boch Subway,Bathroom,Bathroom,Modern,fixture,wall,1.2
5ffc44cc5b953a4b572c0ed39433d683,"bathtub,bathing tub,bath,tub",bathtub,Bath / Baignoire jacuzzi,Bathroom,Bathroom,Modern,fixture,wall,1.2
6a6fed877d517549b12da0b74652c93d,"bathtub,bathing tub,bath,tub",bathtub,baÃ±era,Bathroom,Bathroom,Modern,fixture,wall,1.2
6abb270bc9fc54fe4c62bee40dcdc539,"bathtub,bathing tub,bath,tub",bathtub,DB15-4,Bathroom,Bathroom,Modern,fixture,wall,1.2
14bb2e591332db56b0be6ed024602be5,"washer,automatic washer,washing machine",washer,Bosch HomeProfessional washing machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
17dd78a433c3840b51229e7d6fc0cda8,"washer,automatic washer,washing machine",washer,Washing Machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
1a23fdbb1b6d4c53902c0a1a69e25bd9,"washer,automatic washer,washing machine",washer,Bosch Ã‡amaÅŸÄ±r Makinesi/Bosch Washing Machine by Askin Altinel,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
1a53e51455e0812e44a7fc53aa1d411c,"washer,automatic washer,washing machine",washer,Some Machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
1ab22863c5f183eab00a4eba25ea081,"washer,automatic washer,washing machine",washer,GE Profile Washer and Dryer Set (Champagne),Kitchen Room,Kitchen Room|Bathroom,Light Luxury,appliance,wall,1.0
1b77c0248add1d5540b559ef47048b86,"washer,automatic washer,washing machine",washer,F&P Washing Machine 5.5kg,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
1ba5e13255aa9d4840b559ef47048b86,"washer,automatic washer,washing machine",washer,F&P Washing Machine 6.5kg,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
1ffd145c196f19fba7ad9409a09b1a9,"washer,automatic washer,washing machine",washer,Lavadora,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
2010a39c4b0c58b714b35a7d7cea7130,"washer,automatic washer,washing machine",washer,"AquaSmart - 8kg - LCD - WL80T65CW1, WL42T26CW2 - Fisher & Paykel",Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
22041d5c50a6a0fb91219aad82abc053,"washer,automatic washer,washing machine",washer,Dyson Contrarotator CR01 Memory Washing Machine 2000,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
226f73828ad8562f4c86b1fdc94892eb,"washer,automatic washer,washing machine",washer,WFC7500VW WhirlpoolÂ® ENERGY STARÂ® Qualified Compact 2.3 cu. ft.,Kitchen Room,Kitchen Room|Bathroom,Minimalist,appliance,wall,1.0
22c6787bb43651f0f6eb1856550bd229,"washer,automatic washer,washing machine",washer,Washing machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
24d50c4d744c20494a084dbeb79b6bb2,"washer,automatic washer,washing machine",washer,A washing machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
25b6e21ae9aa70824657977e55055ba0,"washer,automatic washer,washing machine",washer,washing machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
265d042dcfed6f15c357c21161963e89,"washer,automatic washer,washing machine",washer,Washing Machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
270df61e08a104c4c2180858eb6a5f28,"washer,automatic washer,washing machine",washer,Washing machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
29561b3ac0b7596cb23717c90dbac0d,"washer,automatic washer,washing machine",washer,V-Zug Waschmaschine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
2ba54a5656c25096174c6fb6a5678c41,"washer,automatic washer,washing machine",washer,modern washing machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
2d65189ff15fe1538a8c921f75bfa58c,"washer,automatic washer,washing machine",washer,Lavadora PequeÃ±a,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
2d856dae6ae9373add5cf959690bb73f,"washer,automatic washer,washing machine",washer,Vintage Washing Machine,Kitchen Room,Kitchen Room|Bathroom,Vintage/Retro,appliance,wall,1.0
2e9e2ff2b757fcbc23a5a908e4c7c27c,"washer,automatic washer,washing machine",washer,Commercial dish washer,Kitchen Room,Kitchen Room|Bathroom,Industrial,appliance,wall,1.0
2ecde1b0c35fe63b4e4ed13543f85ef0,"washer,automatic washer,washing machine",washer,Washing machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
30925e14af2a92814b35a7d7cea7130,"washer,automatic washer,washing machine",washer,"8kg WH Front Loader - WH80F60W2, WH80F60W1 - Fisher & Paykel",Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
33d3f4a7b2df861248bfbf0a3bc453a5,"washer,automatic washer,washing machine",washer,LTC07 - Lavadora Turbo Compacta 7 kg (Electrolux),Kitchen Room,Kitchen Room|Bathroom,Minimalist,appliance,wall,1.0
360e2cb74c9c4d38df3a1b0d597ce76e,"washer,automatic washer,washing machine",washer,WPRE6150KWT GE Profileâ„¢ ENERGY STARÂ® 4.1 IEC Cu. Ft. Colossal Capacity H,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
38ff66fecee0d18f4f782ac57aea97b,"washer,automatic washer,washing machine",washer,Washing machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
39e2a2eac45d9ee9961469926610c5fc,"washer,automatic washer,washing machine",washer,washing machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
3a289ed95f5902fb46cde67a6a1ea328,"washer,automatic washer,washing machine",washer,washing machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
3cafaabfd4924ee47e5b110192149385,"washer,automatic washer,washing machine",washer,Miele W 526 Novotronic Washing Machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
3ccba2b436b03aa635325a5f07346e1b,"washer,automatic washer,washing machine",washer,washing machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
3e4b1aaca677501b91219aad82abc053,"washer,automatic washer,washing machine",washer,Washer/Dryer Stacked 24-in,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
3f60bb32239ffa303bf7bae2651d2cf,"washer,automatic washer,washing machine",washer,Hotpoint WT960 Satin 2006,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
41f9be4d80af2c709c12d6260da9ac2b,"washer,automatic washer,washing machine",washer,Lava roupas LG-f14a7fds6,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
434fc8832f3ade492d5c22cc9b713d25,"washer,automatic washer,washing machine",washer,Stackable Washer Dryer,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
43f60a28b62b616573d8be0e464c51f5,"washer,automatic washer,washing machine",washer,Washing Machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
452f7e16dcf5b2cf46cde67a6a1ea328,"washer,automatic washer,washing machine",washer,Washing machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
46251e61b0c06c0771ee000eee74cabc,"washer,automatic washer,washing machine",washer,Indesit WIXE167 Washing Machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
46749d40640967a94b77d9f59f49ab0,"washer,automatic washer,washing machine",washer,LSE11 - Lavadora e Secadora Eco Turbo (Electrolux),Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
4713da50446a7595df3a1b0d597ce76e,"washer,automatic washer,washing machine",washer,machine Ã  laver,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
49a0abbe22fb557bee526fc96b277c69,"washer,automatic washer,washing machine",washer,GFDS150EDWW GEÂ® 7.5 cu. ft. capacity frontload dryer with Steam and stainless steel drum,Kitchen Room,Kitchen Room|Bathroom,Industrial,appliance,wall,1.0
4b5552c17c1fee56b6c98c3c1d4f4fcb,"washer,automatic washer,washing machine",washer,washing machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
4bca315fd61741797fb96900a295055a,"washer,automatic washer,washing machine",washer,Washing machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
4c90de8c1b850265bf258aa99523f66b,"washer,automatic washer,washing machine,dishwasher,dish washer,dishwashing machine",washer,built in dishwasher,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
50c639910aa3d75f29d8eecf3827c486,"washer,automatic washer,washing machine",washer,laundry machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
52c23e4a42c5f058ffc6e457221b9271,"washer,automatic washer,washing machine",washer,Washing Machine (scaled),Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
53e2b5c6f9a2103e3fb0920a55a7e805,"washer,automatic washer,washing machine",washer,Adora SLQ - Washing Machine - V-ZUG,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
58bc4edaefdf3b0e1db42cf774e49bf,"washer,automatic washer,washing machine",washer,Washing machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
592e665fa7e0a2bcc9614070d3269898,"washer,automatic washer,washing machine",washer,stacked washer-dryer,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
5947c6f05f5f74437b3ec0bc4f26f615,"washer,automatic washer,washing machine",washer,"27"" Dryer",Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
5a94498353af7763e169a380d7bfbfc,"washer,automatic washer,washing machine",washer,Washer,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
5aa97c0e9c11bcd1677ce0c660f811e0,"washer,automatic washer,washing machine",washer,Golden_ST washing machine,Kitchen Room,Kitchen Room|Bathroom,Vintage/Retro,appliance,wall,1.0
5bd6bf181544ca23c5d1eba75162ba,"washer,automatic washer,washing machine",washer,Nolan Appliances BOL Washing Machine 1300,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
5e04ab0e24e0882272a5adfd0bef5d10,"washer,automatic washer,washing machine",washer,washer,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
5e071ea7184305122c5cdbc97c64ef41,"washer,automatic washer,washing machine",washer,Washer and Dryer,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
5e411987081d3f3af44ef865a534c948,"washer,automatic washer,washing machine",washer,Toyo Group Of Industries,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
5f8991a5039ca4385c8adc541f88498,"washer,automatic washer,washing machine",washer,Candy Grand'O 1400 6kg Washing Machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
5fc3cef0cf926f5b9303a353ee6dfc42,"washer,automatic washer,washing machine",washer,Waschmaschie Bauknecht 600 x 600 x 825,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
60b8c29d75c28ce214b35a7d7cea7130,"washer,automatic washer,washing machine",washer,washing machine-(Ã‡amaÅŸÄ±r MakinasÄ±),Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
60f7d79d10e19134a3e7878f2bb5f0ca,"washer,automatic washer,washing machine",washer,Clothes Washer,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
622d6f378276a09b8fac6a8030e15671,"washer,automatic washer,washing machine",washer,"AquaSmart - 8kg - LED - WL80T65DW1, WL42T26DW1 - Fisher & Paykel",Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
62e22f4d1846d8c1fdc6c1669e5c540,"washer,automatic washer,washing machine",washer,Combination washer/dryer,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
63b49123983e4cf67a31dd5af93fdb5c,"washer,automatic washer,washing machine",washer,washer and dryer,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
64e1c85034dfe93ab7dc65d7950bd55b,"washer,automatic washer,washing machine",washer,Lave-linge,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
677a00ae2e3f7a2145ca70e41d71c65d,"washer,automatic washer,washing machine",washer,washing machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
67e25e8640583e8d91219aad82abc053,"washer,automatic washer,washing machine",washer,GE Profile 7.5 Cu. Ft.Colossal Capacity Electric Dryer,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
6b056e83f0ae99f3792911e05e8927e7,"washer,automatic washer,washing machine",washer,Washer Dryer Combo,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
6b5bd7b97b0fafb83bd5bed2701d5593,"washer,automatic washer,washing machine",washer,Hotpoint WMAL641 Washing Machine White 2011,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
6bb2e6f20f189167d48855885373053b,"washer,automatic washer,washing machine",washer,Washing Machine Siemens iQ800 Master Class,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
6bb98df3d7f7d3e1e5bd38daa40d76f8,"washer,automatic washer,washing machine",washer,Front Load Washer and Dryer,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
6e606fb36a1fa72370011ebcb36fd95d,"washer,automatic washer,washing machine",washer,Lavadora Brastemp Duet,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
71f26627a3eece3e151c656115fe24ee,"washer,automatic washer,washing machine",washer,Ã‡amaÅŸÄ±r Makinesi,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
725bbfc557d3e1b9b5af85a5be833ee,"washer,automatic washer,washing machine",washer,Lave linge,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
74dc1a59c3585ed746cde67a6a1ea328,"washer,automatic washer,washing machine",washer,NTW4750YQ Amana 3.6 cu. ft. High-Efficiency Washer with Stainless Steel,Kitchen Room,Kitchen Room|Bathroom,Industrial,appliance,wall,1.0
7da46c2fa47deac5f509767312277f4e,"washer,automatic washer,washing machine",washer,Ãrea de ServiÃ§o,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
7de9dc34c7230ca54d3df84a5eca1a73,"washer,automatic washer,washing machine",washer,Washing machine front loader,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
81c849960bdf3f1e91219aad82abc053,"washer,automatic washer,washing machine",washer,Siemens IQ500 WM14S496GB Washing Machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
81ecf0670ab97ff5fb23f72ec839c310,"washer,automatic washer,washing machine",washer,Washing Machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
828f6f95c6e8651691219aad82abc053,"washer,automatic washer,washing machine",washer,washing machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
8340c44f09408180d122457e1745c167,"washer,automatic washer,washing machine",washer,Hotpoint WMA34 White 2001,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
8405ab2d49b428b191219aad82abc053,"washer,automatic washer,washing machine",washer,BEKO WM6355W Washing Machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
8797bf2bcd0c914dd6b976d6c56a2c0c,"washer,automatic washer,washing machine",washer,Zanussi Jetsystem washing Machine 2001,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
880a6bcedaeaed1fd095418bcfa348eb,"washer,automatic washer,washing machine",washer,Siemens Siwamat 61400,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
8a0a7c14b9cd6489d202e705a59e5585,"washer,automatic washer,washing machine",washer,Ariston Margharita AR570T 1987,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
8ba3bb4e5f54bc15eb2160f94b208571,"washer,automatic washer,washing machine",washer,LG Compact Front Load Washer and Dryer with Countertop,Kitchen Room,Kitchen Room|Bathroom,Minimalist,appliance,wall,1.0
8c122f99b5a0aa047ca3f903b5926fb1,"washer,automatic washer,washing machine",washer,Washer,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
8d3cd0d2cf88b2c2a83d16be6f14bd8,"washer,automatic washer,washing machine",washer,Washing Machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
8dee44b4cd1f34ac856e3ad6b24f68b2,"washer,automatic washer,washing machine",washer,WASHER AND DRYER,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
8f9232a493ccf77e46cde67a6a1ea328,"washer,automatic washer,washing machine",washer,Washer and Dryer,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
8fb4749a25eca524cba07fb2573fff75,"washer,automatic washer,washing machine",washer,Washing Machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
91cec7275a9b3266a6eaed098287ffd3,"washer,automatic washer,washing machine",washer,Generic washer and dryer,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
91e432daef378b24553e9c84d5d40de4,"washer,automatic washer,washing machine",washer,Miele Premier 500 Novotronic Washing Machine,Kitchen Room,Kitchen Room|Bathroom,Modern,appliance,wall,1.0
